x,y,z,terrain_type
3.686868686868687,-4.898989898989899,0.0,Desert
3.787878787878787,-4.898989898989899,0.0,Desert
3.8888888888888893,-4.898989898989899,0.0,Desert
3.9898989898989896,-4.898989898989899,0.0,Desert
4.09090909090909,-4.898989898989899,0.0,Desert
4.191919191919192,-4.898989898989899,0.0,Desert
4.292929292929292,-4.898989898989899,0.0,Desert
4.3939393939393945,-4.898989898989899,0.0,Desert
4.494949494949495,-4.898989898989899,0.0,Desert
4.595959595959595,-4.898989898989899,0.0,Desert
4.696969696969697,-4.898989898989899,0.0,Desert
4.797979797979798,-4.898989898989899,0.0,Desert
4.8989898989899,-4.898989898989899,0.0,Desert
5.0,-4.898989898989899,0.0,Desert
-5.0,-4.797979797979798,0.0,Desert
-4.898989898989899,-4.797979797979798,0.0,Desert
-4.797979797979798,-4.797979797979798,0.0,Desert
-4.696969696969697,-4.797979797979798,0.0,Desert
-4.595959595959596,-4.797979797979798,0.0,Desert
-4.494949494949495,-4.797979797979798,0.0,Desert
-4.393939393939394,-4.797979797979798,0.0,Desert
-4.292929292929293,-4.797979797979798,0.0,Desert
-4.191919191919192,-4.797979797979798,0.0,Desert
-4.090909090909091,-4.797979797979798,0.0,Desert
-3.9898989898989896,-4.797979797979798,0.0,Desert
-3.888888888888889,-4.797979797979798,0.0,Desert
-3.787878787878788,-4.797979797979798,0.0,Desert
-3.686868686868687,-4.797979797979798,0.0,Desert
-3.5858585858585856,-4.797979797979798,0.0,Desert
-3.484848484848485,-4.797979797979798,0.0,Desert
-3.383838383838384,-4.797979797979798,0.0,Desert
-3.282828282828283,-4.797979797979798,0.0,Desert
-3.1818181818181817,-4.797979797979798,0.0,Desert
-3.080808080808081,-4.797979797979798,0.0,Desert
-2.9797979797979797,-4.797979797979798,0.0,Desert
-2.878787878787879,-4.797979797979798,0.0,Desert
-2.7777777777777777,-4.797979797979798,0.0,Desert
-2.676767676767677,-4.797979797979798,0.0,Desert
-2.5757575757575757,-4.797979797979798,0.0,Desert
-2.474747474747475,-4.797979797979798,0.0,Desert
-2.3737373737373737,-4.797979797979798,0.0,Desert
-2.272727272727273,-4.797979797979798,0.0,Desert
-2.1717171717171717,-4.797979797979798,0.0,Desert
-2.070707070707071,-4.797979797979798,0.0,Desert
-1.9696969696969697,-4.797979797979798,0.0,Desert
-1.868686868686869,-4.797979797979798,0.0,Desert
-1.7676767676767677,-4.797979797979798,0.0,Desert
-1.6666666666666665,-4.797979797979798,0.0,Desert
-1.5656565656565657,-4.797979797979798,0.0,Desert
-1.4646464646464645,-4.797979797979798,0.0,Desert
-1.3636363636363638,-4.797979797979798,0.0,Desert
-1.2626262626262625,-4.797979797979798,0.0,Desert
-1.1616161616161618,-4.797979797979798,0.0,Desert
-1.0606060606060606,-4.797979797979798,0.0,Desert
-0.9595959595959593,-4.797979797979798,0.0,Desert
-0.858585858585859,-4.797979797979798,0.0,Desert
-0.7575757575757578,-4.797979797979798,0.0,Desert
-0.6565656565656566,-4.797979797979798,0.0,Desert
-0.5555555555555554,-4.797979797979798,0.0,Desert
-0.45454545454545503,-4.797979797979798,0.0,Desert
-0.3535353535353538,-4.797979797979798,0.0,Desert
-0.2525252525252526,-4.797979797979798,0.0,Desert
-0.15151515151515138,-4.797979797979798,0.0,Desert
-0.050505050505050164,-4.797979797979798,0.0,Desert
0.050505050505050164,-4.797979797979798,0.0,Desert
0.15151515151515138,-4.797979797979798,0.0,Desert
0.2525252525252526,-4.797979797979798,0.0,Desert
0.3535353535353538,-4.797979797979798,0.0,Desert
0.45454545454545414,-4.797979797979798,0.0,Desert
0.5555555555555554,-4.797979797979798,0.0,Desert
0.6565656565656566,-4.797979797979798,0.0,Desert
0.7575757575757578,-4.797979797979798,0.0,Desert
0.8585858585858581,-4.797979797979798,0.0,Desert
0.9595959595959593,-4.797979797979798,0.0,Desert
1.0606060606060606,-4.797979797979798,0.0,Desert
1.1616161616161618,-4.797979797979798,0.0,Desert
1.262626262626262,-4.797979797979798,0.0,Desert
1.3636363636363633,-4.797979797979798,0.0,Desert
1.4646464646464645,-4.797979797979798,0.0,Desert
1.5656565656565657,-4.797979797979798,0.0,Desert
1.666666666666667,-4.797979797979798,0.0,Desert
1.7676767676767673,-4.797979797979798,0.0,Desert
1.8686868686868685,-4.797979797979798,0.0,Desert
1.9696969696969697,-4.797979797979798,0.0,Desert
2.070707070707071,-4.797979797979798,0.0,Desert
2.1717171717171713,-4.797979797979798,0.0,Desert
2.2727272727272725,-4.797979797979798,0.0,Desert
2.3737373737373737,-4.797979797979798,0.0,Desert
2.474747474747475,-4.797979797979798,0.0,Desert
2.5757575757575752,-4.797979797979798,0.0,Desert
2.6767676767676765,-4.797979797979798,0.0,Desert
2.7777777777777777,-4.797979797979798,0.0,Desert
2.878787878787879,-4.797979797979798,0.0,Desert
2.9797979797979792,-4.797979797979798,0.0,Desert
3.0808080808080813,-4.797979797979798,0.0,Desert
3.1818181818181817,-4.797979797979798,0.0,Desert
3.282828282828282,-4.797979797979798,0.0,Desert
3.383838383838384,-4.797979797979798,0.0,Desert
3.4848484848484844,-4.797979797979798,0.0,Desert
3.5858585858585865,-4.797979797979798,0.0,Desert
3.686868686868687,-4.797979797979798,0.0,Desert
3.787878787878787,-4.797979797979798,0.0,Desert
3.8888888888888893,-4.797979797979798,0.0,Desert
3.9898989898989896,-4.797979797979798,0.0,Desert
4.09090909090909,-4.797979797979798,0.0,Desert
4.191919191919192,-4.797979797979798,0.0,Desert
4.292929292929292,-4.797979797979798,0.0,Desert
4.3939393939393945,-4.797979797979798,0.0,Desert
4.494949494949495,-4.797979797979798,0.0,Desert
4.595959595959595,-4.797979797979798,0.0,Desert
4.696969696969697,-4.797979797979798,0.0,Desert
4.797979797979798,-4.797979797979798,0.0,Desert
4.8989898989899,-4.797979797979798,0.0,Desert
5.0,-4.797979797979798,0.0,Desert
-5.0,-4.696969696969697,0.0,Desert
-4.898989898989899,-4.696969696969697,0.0,Desert
-4.797979797979798,-4.696969696969697,0.0,Desert
-4.696969696969697,-4.696969696969697,0.0,Desert
-4.595959595959596,-4.696969696969697,0.0,Desert
-4.494949494949495,-4.696969696969697,0.0,Desert
-4.393939393939394,-4.696969696969697,0.0,Desert
-4.292929292929293,-4.696969696969697,0.0,Desert
-4.191919191919192,-4.696969696969697,0.0,Desert
-4.090909090909091,-4.696969696969697,0.0,Desert
-3.9898989898989896,-4.696969696969697,0.0,Desert
-3.888888888888889,-4.696969696969697,0.0,Desert
-3.787878787878788,-4.696969696969697,0.0,Desert
-3.686868686868687,-4.696969696969697,0.0,Desert
-3.5858585858585856,-4.696969696969697,0.0,Desert
-3.484848484848485,-4.696969696969697,0.0,Desert
-3.383838383838384,-4.696969696969697,0.0,Desert
-3.282828282828283,-4.696969696969697,0.0,Desert
-3.1818181818181817,-4.696969696969697,0.0,Desert
-3.080808080808081,-4.696969696969697,0.0,Desert
-2.9797979797979797,-4.696969696969697,0.0,Desert
-2.878787878787879,-4.696969696969697,0.0,Desert
-2.7777777777777777,-4.696969696969697,0.0,Desert
-2.676767676767677,-4.696969696969697,0.0,Desert
-2.5757575757575757,-4.696969696969697,0.0,Desert
-2.474747474747475,-4.696969696969697,0.0,Desert
-2.3737373737373737,-4.696969696969697,0.0,Desert
-2.272727272727273,-4.696969696969697,0.0,Desert
-2.1717171717171717,-4.696969696969697,0.0,Desert
-2.070707070707071,-4.696969696969697,0.0,Desert
-1.9696969696969697,-4.696969696969697,0.0,Desert
-1.868686868686869,-4.696969696969697,0.0,Desert
-1.7676767676767677,-4.696969696969697,0.0,Desert
-1.6666666666666665,-4.696969696969697,0.0,Desert
-1.5656565656565657,-4.696969696969697,0.0,Desert
-1.4646464646464645,-4.696969696969697,0.0,Desert
-1.3636363636363638,-4.696969696969697,0.0,Desert
-1.2626262626262625,-4.696969696969697,0.0,Desert
-1.1616161616161618,-4.696969696969697,0.0,Desert
-1.0606060606060606,-4.696969696969697,0.0,Desert
-0.9595959595959593,-4.696969696969697,0.0,Desert
-0.858585858585859,-4.696969696969697,0.0,Desert
-0.7575757575757578,-4.696969696969697,0.0,Desert
-0.6565656565656566,-4.696969696969697,0.0,Desert
-0.5555555555555554,-4.696969696969697,0.0,Desert
-0.45454545454545503,-4.696969696969697,0.0,Desert
-0.3535353535353538,-4.696969696969697,0.0,Desert
-0.2525252525252526,-4.696969696969697,0.0,Desert
-0.15151515151515138,-4.696969696969697,0.0,Desert
-0.050505050505050164,-4.696969696969697,0.0,Desert
0.050505050505050164,-4.696969696969697,0.0,Desert
0.15151515151515138,-4.696969696969697,0.0,Desert
0.2525252525252526,-4.696969696969697,0.0,Desert
0.3535353535353538,-4.696969696969697,0.0,Desert
0.45454545454545414,-4.696969696969697,0.0,Desert
0.5555555555555554,-4.696969696969697,0.0,Desert
0.6565656565656566,-4.696969696969697,0.0,Desert
0.7575757575757578,-4.696969696969697,0.0,Desert
0.8585858585858581,-4.696969696969697,0.0,Desert
0.9595959595959593,-4.696969696969697,0.0,Desert
1.0606060606060606,-4.696969696969697,0.0,Desert
1.1616161616161618,-4.696969696969697,0.0,Desert
1.262626262626262,-4.696969696969697,0.0,Desert
1.3636363636363633,-4.696969696969697,0.0,Desert
1.4646464646464645,-4.696969696969697,0.0,Desert
1.5656565656565657,-4.696969696969697,0.0,Desert
1.666666666666667,-4.696969696969697,0.0,Desert
1.7676767676767673,-4.696969696969697,0.0,Desert
1.8686868686868685,-4.696969696969697,0.0,Desert
1.9696969696969697,-4.696969696969697,0.0,Desert
2.070707070707071,-4.696969696969697,0.0,Desert
2.1717171717171713,-4.696969696969697,0.0,Desert
2.2727272727272725,-4.696969696969697,0.0,Desert
2.3737373737373737,-4.696969696969697,0.0,Desert
2.474747474747475,-4.696969696969697,0.0,Desert
2.5757575757575752,-4.696969696969697,0.0,Desert
2.6767676767676765,-4.696969696969697,0.0,Desert
2.7777777777777777,-4.696969696969697,0.0,Desert
2.878787878787879,-4.696969696969697,0.0,Desert
2.9797979797979792,-4.696969696969697,0.0,Desert
3.0808080808080813,-4.696969696969697,0.0,Desert
3.1818181818181817,-4.696969696969697,0.0,Desert
3.282828282828282,-4.696969696969697,0.0,Desert
3.383838383838384,-4.696969696969697,0.0,Desert
3.4848484848484844,-4.696969696969697,0.0,Desert
3.5858585858585865,-4.696969696969697,0.0,Desert
3.686868686868687,-4.696969696969697,0.0,Desert
3.787878787878787,-4.696969696969697,0.0,Desert
3.8888888888888893,-4.696969696969697,0.0,Desert
3.9898989898989896,-4.696969696969697,0.0,Desert
4.09090909090909,-4.696969696969697,0.0,Desert
4.191919191919192,-4.696969696969697,0.0,Desert
4.292929292929292,-4.696969696969697,0.0,Desert
4.3939393939393945,-4.696969696969697,0.0,Desert
4.494949494949495,-4.696969696969697,0.0,Desert
4.595959595959595,-4.696969696969697,0.0,Desert
4.696969696969697,-4.696969696969697,0.0,Desert
4.797979797979798,-4.696969696969697,0.0,Desert
4.8989898989899,-4.696969696969697,0.0,Desert
5.0,-4.696969696969697,0.0,Desert
-5.0,-4.595959595959596,0.0,Desert
-4.898989898989899,-4.595959595959596,0.0,Desert
-4.797979797979798,-4.595959595959596,0.0,Desert
-4.696969696969697,-4.595959595959596,0.0,Desert
-4.595959595959596,-4.595959595959596,0.0,Desert
-4.494949494949495,-4.595959595959596,0.0,Desert
-4.393939393939394,-4.595959595959596,0.0,Desert
-4.292929292929293,-4.595959595959596,0.0,Desert
-4.191919191919192,-4.595959595959596,0.0,Desert
-4.090909090909091,-4.595959595959596,0.0,Desert
-3.9898989898989896,-4.595959595959596,0.0,Desert
-3.888888888888889,-4.595959595959596,0.0,Desert
-3.787878787878788,-4.595959595959596,0.0,Desert
-3.686868686868687,-4.595959595959596,0.0,Desert
-3.5858585858585856,-4.595959595959596,0.0,Desert
-3.484848484848485,-4.595959595959596,0.0,Desert
-3.383838383838384,-4.595959595959596,0.0,Desert
-3.282828282828283,-4.595959595959596,0.0,Desert
-3.1818181818181817,-4.595959595959596,0.0,Desert
-3.080808080808081,-4.595959595959596,0.0,Desert
-2.9797979797979797,-4.595959595959596,0.0,Desert
-2.878787878787879,-4.595959595959596,0.0,Desert
-2.7777777777777777,-4.595959595959596,0.0,Desert
-2.676767676767677,-4.595959595959596,0.0,Desert
-2.5757575757575757,-4.595959595959596,0.0,Desert
-2.474747474747475,-4.595959595959596,0.0,Desert
-2.3737373737373737,-4.595959595959596,0.0,Desert
-2.272727272727273,-4.595959595959596,0.0,Desert
-2.1717171717171717,-4.595959595959596,0.0,Desert
-2.070707070707071,-4.595959595959596,0.0,Desert
-1.9696969696969697,-4.595959595959596,0.0,Desert
-1.868686868686869,-4.595959595959596,0.0,Desert
-1.7676767676767677,-4.595959595959596,0.0,Desert
-1.6666666666666665,-4.595959595959596,0.0,Desert
-1.5656565656565657,-4.595959595959596,0.0,Desert
-1.4646464646464645,-4.595959595959596,0.0,Desert
-1.3636363636363638,-4.595959595959596,0.0,Desert
-1.2626262626262625,-4.595959595959596,0.0,Desert
-1.1616161616161618,-4.595959595959596,0.0,Desert
-1.0606060606060606,-4.595959595959596,0.0,Desert
-0.9595959595959593,-4.595959595959596,0.0,Desert
-0.858585858585859,-4.595959595959596,0.0,Desert
-0.7575757575757578,-4.595959595959596,0.0,Desert
-0.6565656565656566,-4.595959595959596,0.0,Desert
-0.5555555555555554,-4.595959595959596,0.0,Desert
-0.45454545454545503,-4.595959595959596,0.0,Desert
-0.3535353535353538,-4.595959595959596,0.0,Desert
-0.2525252525252526,-4.595959595959596,0.0,Desert
-0.15151515151515138,-4.595959595959596,0.0,Desert
-0.050505050505050164,-4.595959595959596,0.0,Desert
0.050505050505050164,-4.595959595959596,0.0,Desert
0.15151515151515138,-4.595959595959596,0.0,Desert
0.2525252525252526,-4.595959595959596,0.0,Desert
0.3535353535353538,-4.595959595959596,0.0,Desert
0.45454545454545414,-4.595959595959596,0.0,Desert
0.5555555555555554,-4.595959595959596,0.0,Desert
0.6565656565656566,-4.595959595959596,0.0,Desert
0.7575757575757578,-4.595959595959596,0.0,Desert
0.8585858585858581,-4.595959595959596,0.0,Desert
0.9595959595959593,-4.595959595959596,0.0,Desert
1.0606060606060606,-4.595959595959596,0.0,Desert
1.1616161616161618,-4.595959595959596,0.0,Desert
1.262626262626262,-4.595959595959596,0.0,Desert
1.3636363636363633,-4.595959595959596,0.0,Desert
1.4646464646464645,-4.595959595959596,0.0,Desert
1.5656565656565657,-4.595959595959596,0.0,Desert
1.666666666666667,-4.595959595959596,0.0,Desert
1.7676767676767673,-4.595959595959596,0.0,Desert
1.8686868686868685,-4.595959595959596,0.0,Desert
1.9696969696969697,-4.595959595959596,0.0,Desert
2.070707070707071,-4.595959595959596,0.0,Desert
2.1717171717171713,-4.595959595959596,0.0,Desert
2.2727272727272725,-4.595959595959596,0.0,Desert
2.3737373737373737,-4.595959595959596,0.0,Desert
2.474747474747475,-4.595959595959596,0.0,Desert
2.5757575757575752,-4.595959595959596,0.0,Desert
2.6767676767676765,-4.595959595959596,0.0,Desert
2.7777777777777777,-4.595959595959596,0.0,Desert
2.878787878787879,-4.595959595959596,0.0,Desert
2.9797979797979792,-4.595959595959596,0.0,Desert
3.0808080808080813,-4.595959595959596,0.0,Desert
3.1818181818181817,-4.595959595959596,0.0,Desert
3.282828282828282,-4.595959595959596,0.0,Desert
3.383838383838384,-4.595959595959596,0.0,Desert
3.4848484848484844,-4.595959595959596,0.0,Desert
3.5858585858585865,-4.595959595959596,0.0,Desert
3.686868686868687,-4.595959595959596,0.0,Desert
3.787878787878787,-4.595959595959596,0.0,Desert
3.8888888888888893,-4.595959595959596,0.0,Desert
3.9898989898989896,-4.595959595959596,0.0,Desert
4.09090909090909,-4.595959595959596,0.0,Desert
4.191919191919192,-4.595959595959596,0.0,Desert
4.292929292929292,-4.595959595959596,0.0,Desert
4.3939393939393945,-4.595959595959596,0.0,Desert
4.494949494949495,-4.595959595959596,0.0,Desert
4.595959595959595,-4.595959595959596,0.0,Desert
4.696969696969697,-4.595959595959596,0.0,Desert
4.797979797979798,-4.595959595959596,0.0,Desert
4.8989898989899,-4.595959595959596,0.0,Desert
5.0,-4.595959595959596,0.0,Desert
-5.0,-4.494949494949495,0.0,Desert
-4.898989898989899,-4.494949494949495,0.0,Desert
-4.797979797979798,-4.494949494949495,0.0,Desert
-4.696969696969697,-4.494949494949495,0.0,Desert
-4.595959595959596,-4.494949494949495,0.0,Desert
-4.494949494949495,-4.494949494949495,0.0,Desert
-4.393939393939394,-4.494949494949495,0.0,Desert
-4.292929292929293,-4.494949494949495,0.0,Desert
-4.191919191919192,-4.494949494949495,0.0,Desert
-4.090909090909091,-4.494949494949495,0.0,Desert
-3.9898989898989896,-4.494949494949495,0.0,Desert
-3.888888888888889,-4.494949494949495,0.0,Desert
-3.787878787878788,-4.494949494949495,0.0,Desert
-3.686868686868687,-4.494949494949495,0.0,Desert
-3.5858585858585856,-4.494949494949495,0.0,Desert
-3.484848484848485,-4.494949494949495,0.0,Desert
-3.383838383838384,-4.494949494949495,0.0,Desert
-3.282828282828283,-4.494949494949495,0.0,Desert
-3.1818181818181817,-4.494949494949495,0.0,Desert
-3.080808080808081,-4.494949494949495,0.0,Desert
-2.9797979797979797,-4.494949494949495,0.0,Desert
-2.878787878787879,-4.494949494949495,0.0,Desert
-2.7777777777777777,-4.494949494949495,0.0,Desert
-2.676767676767677,-4.494949494949495,0.0,Desert
-2.5757575757575757,-4.494949494949495,0.0,Desert
-2.474747474747475,-4.494949494949495,0.0,Desert
-2.3737373737373737,-4.494949494949495,0.0,Desert
-2.272727272727273,-4.494949494949495,0.0,Desert
-2.1717171717171717,-4.494949494949495,0.0,Desert
-2.070707070707071,-4.494949494949495,0.0,Desert
-1.9696969696969697,-4.494949494949495,0.0,Desert
-1.868686868686869,-4.494949494949495,0.0,Desert
-1.7676767676767677,-4.494949494949495,0.0,Desert
-1.6666666666666665,-4.494949494949495,0.0,Desert
-1.5656565656565657,-4.494949494949495,0.0,Desert
-1.4646464646464645,-4.494949494949495,0.0,Desert
-1.3636363636363638,-4.494949494949495,0.0,Desert
-1.2626262626262625,-4.494949494949495,0.0,Desert
-1.1616161616161618,-4.494949494949495,0.0,Desert
-1.0606060606060606,-4.494949494949495,0.0,Desert
-0.9595959595959593,-4.494949494949495,0.0,Desert
-0.858585858585859,-4.494949494949495,0.0,Desert
-0.7575757575757578,-4.494949494949495,0.0,Desert
-0.6565656565656566,-4.494949494949495,0.0,Desert
-0.5555555555555554,-4.494949494949495,0.0,Desert
-0.45454545454545503,-4.494949494949495,0.0,Desert
-0.3535353535353538,-4.494949494949495,0.0,Desert
-0.2525252525252526,-4.494949494949495,0.0,Desert
-0.15151515151515138,-4.494949494949495,0.0,Desert
-0.050505050505050164,-4.494949494949495,0.0,Desert
0.050505050505050164,-4.494949494949495,0.0,Desert
0.15151515151515138,-4.494949494949495,0.0,Desert
